Id,Label
1030,Dishita Sehgal
1031,Swati Das
1032,Sumit Gulati
1033,Angshuman Nandi
1034,Sahani
1035,Zoya Afroz
1036,Darshan Jariwala
1037,Kiran Juneja
1038,Ankit Arora
1039,Shekhar Shukla
1040,Shreyas Porus Pardiwalla
1041,Babloo Mukherji
1042,Farzil Pardiwalla
1043,Huma Qureshi
1044,Madalina Bellariu Ion
1045,Lisa Ray
1046,Jayesh Raj
1047,Sonal Singh
1048,Samonica Shrivastava
1049,Digvijay Singh
1050,Danish Kohli
1051,Gautam Vig
1052,Arif Bhaldar
1053,Rahul Taneja
1054,Pooja Gajria
1055,Shailesh Upadhyay
1056,Madiha Imam
1057,Shreya Chaudhary
1058,Vikas Verma
1059,Suneel Sinha
1060,Manpreet Toor
1061,Shruti Haasan
1062,Gautam Gulati
1063,Ninad Kamat
1064,Ranjeet
1065,Sohail Khan
1066,Zhu Zhu
1067,Matin Rey Tangu
1068,Jason D'Souza
1069,Bhuvan Arora
1070,Vikram Thapa
1071,Upendra Limaye
1072,Sandesh Kulkarni
1073,Shiv Darshan
1074,Natasha Fernandez
1075,Upen Patel
1076,Lalit Tiwari
1077,Krishan Tandon
1078,Dimppy Ramdayal
1079,Rumi Khan
1080,Soni Kaur
1081,Saswata Chatterjee
1082,Chitrak Bandyopadhyay
1083,Saravajeet Tiwari
1084,Jimmeey Sirole
1085,Ashish Bisht
1086,Simon Frenay
1087,Areesz Ganddi
1088,Gaurav Nanda
1089,Arpita Pal
1090,Raj Suri
1091,Plabita Borthakur
1092,Manoj Babani
1093,Rajveer Ankur Singh
1094,Vibha Tyagi
1095,Ankur Vikal
1096,Parvin Dabas
1097,Abhinav Sharma
1098,Rashmi Jha
1099,Björn Freiberg
1100,Martavious Gayles
1101,Bruce Huther
1102,Attila G. Kerekes
1103,Christina Murphy
1104,Daxesh Patel
1105,Rana Ranbir
1106,Chandan Roy Sanyal
1107,Nidhhi Agerwal
1108,Shubha Khote
1109,Neha Sharma
1110,Karan Kundrra
1111,Tanvi Azmi
1112,Rohit Choudhary
1113,Swati Semwal
1114,Bidita Bag
1115,Shradha Das
1116,Bhagwan Tiwari
1117,Anita Sahgal
1118,Naveen Tyagi
1119,Sanjay Inamdar
1120,Prisha Aneja
1121,Vinti Aneja
1122,Marianne Borgo
1123,Rachel Burnell
1124,Aisha Choudhary
1125,Mukesh Choudhary
1126,Urmila Choudhary
1127,Reshma D'Souza
1128,Diksha Garg
1129,Rahul Godara
1130,Aadar Jain
1131,Anya Singh
1132,Mikhail Yawalkar
1133,Anna Ador
1134,Cyndy Khojol
1135,Sange
1136,Peter Muxka Manuel
1137,Prince Parvinder Singh
1138,Anshul Chauhan
1139,Anmol Bajaj
1140,Mohit Marwah
1141,Kenneth Desai
1142,Mrudula Murali
1143,Kenny Basumatary
1144,R. Bhakti Klein
1145,Aishwarya Rajesh
1146,Rajesh Shringarpore
1147,Purnanand Wandekar
1148,Usha Naik
1149,Esha Tewari
1150,Jason Louder
1151,Aneesha Joshi
1152,Mark Justice
1153,Rupinder Nagra
1154,Catherine Dyer
1155,James Cole
1156,Robin Dyke
1157,Inaamulhaq
1158,Gippy Grewal
1159,Hussain Dalal
1160,Sunil Shetty
1161,Shaheed K. Woods
1162,Hugh Bonneville
1163,Gillian Anderson
1164,Manish Dayal
1165,Michael Gambon
1166,David Hayman
1167,Simon Callow
1168,Vir Das
1169,Payal Ghosh
1170,Bharti Achrekar
1171,Jinal Belani
1172,Shilpa Shinde
1173,Reyhna Malhotra
1174,Archana Shastry
1175,Shekhar Suman
1176,Rahul Verma Rajput
1177,Veer Aryan
1178,Sakshi Dwivedi
1179,Dolly Kaushik
1180,Ankur Bhatia
1181,Archana Gautam
1182,Uttam Halder
1183,Charanpreet Singh
1184,Rina Charaniya
1185,Arvind Gaur
1186,Jasveer Kaur
1187,Amar Singh
1188,Vedita Pratap Singh
1189,Shweta Tripathi
1190,Trimala Adhikari
1191,Irfan Khan
1192,Mohammad Samad
1193,Randheer Rai
1194,Sridevi
1195,Sajal Ali
1196,Adnan Siddiqui
1197,Adarsh Gourav
1198,Padmapriya
1199,Svar Kamble
1200,Dinesh P. Nair
1201,Milind Soman
1202,Sobhita Dhulipala
1203,Ram Gopal Bajaj
1204,Avtaar Singh Sahani
1205,Soundarya Sharma
1206,Pradeep Singh
1207,Taaha Shah Badusha
1208,Sudha Chandran
1209,Ahsaas Channa
1210,Bhushan Vikas
1211,Pawan Singh
1212,Meher Vij
1213,Tirth Sharma
1214,Farrukh Jaffar
1215,Manuj Sharma
1216,Nikita Anand
1217,Shaan
1218,Khushi Hajare
1219,Andrea Jeremiah
1220,Avinash Raghudevan
1221,Siddharth
1222,Suresh
1223,Anisha Victor
1224,K.K. Raina
1225,Navni Parihar
1226,Nayani Dixit
1227,Neha d Bhriguvanshi
1228,Arslan Goni
1229,Parvathy Thiruvothu
1230,Bajrangbali Singh
1231,Zareen Khan
1232,Gautam Rode
1233,Abhinav Shukla
1234,Sofia Hayat
1235,S. Sreesanth
1236,Nayna Bandhopadhyay
1237,Uma Basu
1238,Punya Darshan Gupta
1239,Ravi Jhankal
1240,Anuradha Mukherjee
1241,Amitosh Nagpal
1242,Pranay Narayan
1243,Lalit Parimoo
1244,Malini Sengupta
1245,Vijay Maurya
1246,Malishka Mendonsa
1247,Abhishek Sharrma
1248,Mahesh Pillai
1249,Sindhu Shekharan
1250,Seema Taneja
1251,Ajoy Chakraborty
1252,Raai Laxmi
1253,Kapil Sharma
1254,Monica Gill
1255,Edward Sonnenblick
1256,Anjan Srivastav
1257,Jatinder Kaur
1258,Priya Anand
1259,Vishakha Singh
1260,Farhan Mohammad Hanif Shaikh
1261,Sreejita De
1262,R. Balasubramaniam
1263,Iravati Harshe
1264,Omkar Das Manikpuri
1265,Sushama Deshpande
1266,Sharvani Suryavanshi
1267,Sadiya Siddiqui
1268,Prince Shah
1269,Shashank Singh
1270,Mantra
1271,Shaneel Sinha
1272,Tanima Bhattacharya
1273,Chetan Sharma
1274,Harish Hariaudh
1275,Jagat Singh
1276,Samarth Shandilya
1277,Nimrat Kaur
1278,Lena
1279,Nissar Khan
1280,Kaizaad Kotwal
1281,Zeenat Aman
1282,Sandeep Anand
1283,Kashyap Barbhaya
1284,Sandeep Bhadouria
1285,Razak Khan
1286,Arshin Mehta
1287,Ritika Singh
1288,Mumtaz Sorcar
1289,Radha Ravi
1290,Kaali Venkat
1291,Baljinder Kaur
1292,Krishna Abhishek
1293,Mandana Karimi
1294,Meghna Naidu
1295,Anand Vijay Kumar
1296,Claudia Ciesla
1297,Harshada Kulkarni
1298,Bhuvnesh Mam
1299,Sugandha Garg
1300,Anurita Jha
1301,Chandan Gill
1302,Divya Unny
1303,Samir Sharma
1304,Davinder Daman
1305,Jaswant Daman
1306,Kartick Sitaraman
1307,Aanchal Munjal
1308,Ramesh Deo
1309,Harsh Chhaya
1310,Nadira Babbar
1311,Lara Dutta
1312,Neel Tyagi
1313,Delissa Mehra
1314,Navya
1315,Devansh Sharma
1316,Anita Khosla
1317,Rajniesh Duggall
1318,Nidhi Subbaiah
1319,Arjun Bijlani
1320,Krishna Chaturvedi
1321,Ruhi Singh
1322,Girish Taurani
1323,Navneet Kaur Dhillon
1324,Benaf Dadachandji
1325,Yash Pandit
1326,Shabana Azmi
1327,Abrar Zahoor
1328,Ali Baldiwala
1329,Vikrant Singta
1330,Parthaa Akerkar
1331,Madhu Anand Chandhock
1332,Sukhesh Arora
1333,Balaji Gauri
1334,Dilnaz Irani
1335,K.R. Parmeshwar
1336,Naval Shukla
1337,Ishwak Singh
1338,Salim Diwan
1339,Ashish Vidyarthi
1340,Karuna Pandey
1341,Anuj Sachdeva
1342,Manit Joura
1343,Simpy Singh
1344,Shamin Mannan
1345,Taran Bajaj
1346,Jaswinder Kaur
1347,Rajat Ganguly
1348,Krishna Bansal
1349,Vikrant Chaturvedi
1350,Iman Crosson
1351,Kunal Gupta
1352,Noel Jacobson
1353,Rohan Khatri
1354,Sikander Kher
1355,Birbal Khosla
1356,Kiran Karmarkar
1357,Ayush Mahesh Khedekar
1358,Vega Tamotia
1359,Fawad Khan
1360,Anahita Oberoi
1361,Vikram Kapadia
1362,Pradeep Pradhan
1363,Fahim Shaikh
1364,Niti Apurva Patel
1365,Teddy Maurya
1366,Diya Chalwad
1367,Kazu Patrick Tang
1368,Prashanti Talpankar
1369,Nathalia Kaur
1370,Paromita Chatterjee
1371,Tara-Alisha Berry
1372,Gaurav Arora
1373,Hiten Tejwani
1374,Rukhsar Rehman
1375,Dinesh Chaturvedi
1376,Vishnu Sharma
1377,Rinki Singhvi
1378,Anant Kumar
1379,Umar Sharif
1380,Carolina Main
1381,Shriya Pilgaonkar
1382,Puja Panchkoty
1383,Riya Shukla
1384,Neha Prajapati
1385,Prashant Tiwari
1386,Vishal Nath
1387,Ganesh Kumar
1388,Piaa Bajpai
1389,Meenakshi Dixit
1390,Kumar Saurabh
1391,Jai Hind Kumar
1392,Sudheer Babu Posani
1393,Paras Arora
1394,Sandeepa Dhar
1395,Leena Balodi
1396,Kartik Elangovan
1397,Vinay Forrt
1398,P.T. Manoj
1399,Yadu Sankalia
1400,Tippu
1401,Lisa Haydon
1402,Ram Kapoor
1403,Tinnu Anand
1404,Ayub Khan
1405,Prasenjit Chatterjee
1406,Amol Parashar
1407,Nikita Thukral
1408,Vishal Karwal
1409,Surendra Pal
1410,Charu Rohatgi
1411,Siraj Mustafa
1412,Jalpa Bhatt
1413,Vishal Malhotra
1414,Prachi Desai
1415,Mohit Chhabra
1416,Anikie Maguire
1417,Aanchal Dwivedi
1418,Pallavi Joshi
1419,Gopal K. Singh
1420,Sanjay Singh
1421,Natalya Llina
1422,Surendra Rajan
1423,Kirran Sharad
1424,Yajuvendra Singh
1425,Amitabh Acharya
1426,Arvind Swamy
1427,Himanshu Sharma
1428,Bhavika Bhasin
1429,Yashaswini Dayama
1430,Satyadeep Misra
1431,Arush Nand
1432,Aishwarya Rai Bachchan
1433,Shiwani Saini
1434,Ankita Shrivastav
1435,Arbaaz Ali Khan
1436,Sandeep Bharadwaj
1437,Usha Jadhav
1438,Kajal Aggarwal
1439,Snehal Kulshreshtha
1440,Mamik Singh
1441,Sabyasachi Chakrabarty
1442,Padmavati Rao
1443,Suhail Nayyar
1444,Prabhjyot Singh
1445,Hazel Croney
1446,Devshi Khanduri
1447,Ruslaan Mumtaz
1448,V. Ravichandran
1449,Chandan Kumar
1450,P. Ravi Shankar
1451,Sadhu Kokila
1452,Srujan Lokesh
1453,Sammir Dattani
1454,Sudharani
1455,Nikesha Patel
1456,Natasa Stankovic
1457,Kettan Singh
1458,Ankur Jain
1459,Anuschka Sawhney
1460,Deepali Suryakant Badekar
1461,Ashok Lokhande
1462,Harssh Singh
1463,Gulshan Devaiah
1464,Hrishitaa Bhatt
1465,S. Poonam Kaur
1466,Khushboo Upadhyay
1467,Sanjay Mehandiratta
1468,Amaan f Khan
1469,Jayati Bhatia
1470,Jayesh Bhatia
1471,Vinay Jain
1472,Krrish Chhabria
1473,Hetal Gada
1474,Gulfam Khan
1475,Idhant Singh
1476,Swastik Ram Chavan
1477,Narendar Singh Rajpurohit
1478,Vincent Daniel
1479,Harmeet Arora
1480,Sanjana Singh
1481,Avinash Dhyani
1482,Tulna Butalia
1483,Meenu Bhardwaj
1484,Raja Bundela
1485,Shweta Giri
1486,Haider Khan
1487,Hyder Khan
1488,Mobin Khan
1489,Mohsin Khan
1490,Kubbra Sait
1491,Marko Zaror
1492,Hans Marrero
1493,Tyron Woodley
1494,Ron Smoorenburg
1495,Shashank Arora
1496,Chaitanya Varad
1497,Vaishwath Shankar
1498,Sindhu Sreenivasa Murthy
1499,Subholina Sen
1500,Anula Navlekar
1501,Sid Mallya
1502,Biswa Kalyan Rath
1503,Puja Bose
1504,Kangna Sharma
1505,Ketan Karande
1506,Adhyayan Suman
1507,Aaryansh Arora
1508,Sanskkriti Jain
1509,Narendra Jetley
1510,Tom Alter
1511,Raaghav Chanana
1512,Ira Dubey
1513,Rahil Gilani
1514,Barry John
1515,Santosh Ojha
1516,Beatrice Ordeix
1517,Lili Rocha
1518,Vishesh Bansal
1519,Tushar Dalvi
1520,Nitish Pandey
1521,Rahul Dev
1522,Gemma Atkinson
1523,Ankita Makwana
1524,Caterina Murino
1525,Victor Banerjee
1526,Sahil Anand
1527,Niyati Joshi
1528,Divvya Chouksey
1529,Nilesh Lalwani
1530,Jayaka Yagnik
1531,Sareh Far
1532,Suhasini Mulay
1533,Nitish Bharadwaj
1534,Kishori Shahane
1535,Niharica Raizada
1536,Rajat Barmecha
1537,Lucy Pinder
1538,Tim Man
1539,Aditya Raj
1540,Karamveer Choudhary
1541,Sheetal Khandal
1542,Nathan Jones
1543,Gaurav Pandey
1544,Amy Jackson
1545,Suzanna Mukherjee
1546,Hargun Grover
1547,Trupti Agarwal
1548,Andrea Tariang
1549,Raashul Tandon
1550,Dhritiman Chatterjee
1551,Lehar Khan
1552,Surveen Chawla
1553,Dinesh Pradhan
1554,Kanwar Jagdish
1555,Tarun Jasor
1556,Praveen Choudhary
1557,Ram Menon
1558,Uday Sabnis
1559,Janardhan Parab
1560,Luke Kenny
1561,Sheeba George
1562,Yash Soni
1563,Sameer Kochhar
1564,Sana Sheikh
1565,Uttara Baokar
1566,Ashwin Mushran
1567,Mithun Rodwittiya
1568,Jimmy Sharma
1569,Sanjay Dadich
1570,Zeeshaan
1571,Mithu Chakraborty
1572,Bhushan Insan
1573,Charanpreet Insan
1574,Garima Insan
1575,Kainaat Insan
1576,Sukhottam Insan
1577,RJ Balaji
1578,Karishma Gulati
1579,Hema
1580,Farah Khan
1581,Ravi Khanna
1582,R.V. Udhaya Kumar
1583,Joy Mathew
1584,Saurav Chakraborty
1585,Shashank Udapurkar
1586,Tanishaa Mukerji
1587,Anant Jog
1588,Shubham
1589,Swati Kapoor
1590,Uday Tikekar
1591,Shalini Arora
1592,Paritosh Sand
1593,Shivani Gosain
1594,Hemant Dhome
1595,Anushkaa Singh
1596,Aditi Sharma
1597,Jatin Sarna
1598,Vipul Vig
1599,Daniel Weber
1600,Rajeev Verma
1601,Aashish Bhatt
1602,Uplaksh Kochhar
1603,Megh Pant
1604,Pankaj Chaudhary
1605,Mukesh Agrohari
1606,Pramod Pathak
1607,Shreyas Pandit
1608,Rajesh Singh
1609,Mandar Shende
1610,Abigail Eames
1611,Erika Kaar
1612,Sayyeshaa Saigal
1613,Girish Karnad
1614,Sandeep Shrivastava
1615,Amit Behl
1616,Vikas Shorey
1617,Gashmeer Mahajani
1618,Reecha Sinha
1619,Imran Abbas
1620,Pooja Mehta
1621,Cru Fox
1622,Jamil Ahmed
1623,Phyl Cashman
1624,Aashim Gulati
1625,Sonia Balani
1626,Jaspreet Singh
1627,Alishah Ahmad
1628,Emma Sarah Richardson
1629,Priyanka Moodley
1630,Prateek Jain
1631,Ali Zafar
1632,Bobby Duggal
1633,Darwin
1634,Vaani Kapoor
1635,Elisa Bachir Bey
1636,Akarsh Khurana
1637,Julie Ordon
1638,Vincent Paquot
1639,Pauline Deshons
1640,Hugo Diego Garcia
1641,Aru Krishansh Verma
1642,Devendra Chowhan
1643,Vidushi Mehra
1644,Priya Tandon
1645,Rahul Chahan
1646,Suha Gezen
1647,Eijaz Khan
1648,Sonarika Bhadoria
1649,Amir Dalvi
1650,Neetha Shetty
1651,Jaya Bachchan
1652,Abhiroy Singh
1653,Ratnesh Mani
1654,N. Madhusudan
1655,Tanvir Singh
1656,Sana Khaan
1657,Himmanshoo A. Malhotra
1658,Prarthana Behere
1659,Sherlyn Chopra
1660,Suhani Bhatnagar
1661,Ritvik Sahore
1662,Saiyami Kher
1663,Art Malik
1664,Anuj Choudhry
1665,Arman Kohli
1666,Aashika Bhatia
1667,Raj Awasti
1668,Lakha Lakhwinder Singh
1669,Nagesh Bhonsle
1670,Arohi Radhakrishnan
1671,Lauren Gottlieb
1672,Jineet Rath
1673,Akanksha Nehra
1674,Harshaali Malhotra
1675,Alka Badola Kaushal
1676,Aditya Pancholi
1677,Vaibhav Tatwawaadi
1678,Dimple Kapadia
1679,Shiney Ahuja
1680,Sushant Singh
1681,Mikaal Zulfiqar
1682,Hasan Noman
1683,Yograj Singh
1684,Pradeep Singh Rawat
1685,Arfi Lamba
1686,Jitendra Trehan
1687,Suman
1688,Vikas Shrivastav
1689,Rakhi Sawant
1690,Ashima Sharma
1691,Bipasha Basu
1692,Karan Singh Grover
1693,Nilima Priya
1694,Sanjay Sharma
1695,Deepti Naval
1696,Zayed Khan
1697,Rannvijay Singh
1698,Talia Bentson
1699,Malaika Arora
1700,Karan Ashar
1701,Karim Hajee
1702,Umar Raza Khan
1703,Naman Jain
1704,Sapna Pabbi
1705,Debina Choudhary
1706,Mita Vasisht
1707,Kakar Vinit
1708,Jitendra Barsiwal
1709,Farida Dadi
1710,Kanchan Awasthi
1711,Imran Hasnee
1712,Jatin Khurana
1713,Avinash Kumar
1714,Dhanush
1715,Akshara Haasan
1716,Abhinaya
1717,Pete Meads
1718,Rukmini Vijayakumar
1719,Pratik
1720,Sonamani
1721,Rajeev
1722,Barun Chanda
1723,Pratima Kazmi
1724,Kushal Punjabi
1725,Siddharth Sharma
1726,Anang Desai
1727,Jyoti Gauba
1728,Yash Ghanekar
1729,Smera Jadhav
1730,Vijay Kashyap
1731,Prasad Reddy
1732,Danish Akhtar
1733,Sonia Bindra
1734,Faezeh Jalali
1735,Dhami
1736,Jitendra Kaur
1737,Sukhwinder Virk
1738,Raj Zutshi
1739,Bobby Bedi
1740,Kumar Sanu
1741,Devika Vatsa
1742,Awadhesh Mishra
1743,Mallika Sherawat
1744,Daniel Kaleb
1745,Jayshree Soni
1746,Olexandra Semen
1747,Gaurav Gera
1748,Raju Pandit
1749,Sidhant Gupta
1750,Gunjan Malhotra
1751,Karan Veer Mehra
1752,Ishwari Bose-Bhattacharya
1753,Mohan Kapoor
1754,Ganesh Acharya
1755,Maninder Singh
1756,Nupur Sharma
1757,Hanif Hilal
1758,Indira Krishnan
1759,Kurush Deboo
1760,Neil Bhoopalam
1761,Tanya Purohit
1762,Kanchan Sharma
1763,Tushar Grover
1764,Veera Saxena
1765,Rachel D'Souza
1766,Hansa Singh
1767,Divya Shah
1768,Sagar Deshmukh
1769,Nina Kulkarni
1770,Anand Tiwari
1771,Divya Menon
1772,Swastika Mukherjee
1773,Meiyang Chang
1774,Taka Higuchi
1775,Shivam
1776,Kaushik Ghosh
1777,Karishma Kotak
1778,Vira Sathidar
1779,Vivek Gomber
1780,Pradeep Joshi
1781,Shirish Pawar
1782,Usha Bane
1783,Revathy
1784,Tenzing Dalha
1785,Kuljeet Singh
1786,Malhar Khushu
1787,William Moseley
1788,Jose Rivera
1789,Shuchi Dwivedi
1790,Mohit Ahlawat
1791,Jay Bhanushali
1792,Jas Arora
1793,Shivani Tanksale
1794,Ehsaan Qureshi
1795,Nausheen Ahmed
1796,Girish Thappar
1797,Tanmay Bhat
1798,Auroshika Dey
1799,Arjun Fauzdar
1800,Swaroopa Ghosh
1801,Natalia Kapchuk
1802,Prachi Mishra
1803,Deepaq Sharma
1804,Mugdha Godse
1805,Navdeep Chhabra
1806,Suchita Trivedi
1807,Mehul Buch
1808,Prashant Kapoor
1809,Priyanka Sharma
1810,Avantika Khatri
1811,Moushumi Chatterjee
1812,Jishu Sengupta
1813,Balendar Singh
1814,Sajal Bhattacharya
1815,Rupsa Banerjee
1816,Karan Johar
1817,Siddartha Basu
1818,Vivaan Shah
1819,Shakti Anand
1820,Arun Bali
1821,Vedant Bali
1822,Sunita Dhir
1823,Gurpreet Ghuggi
1824,Mannat
1825,Karaan Singh
1826,Shefali Shah
1827,Rahul Bose
1828,Kumud Pant
1829,Ayub Khoso
1830,Adnan Shah
1831,Kubra Khan
1832,Indrajeet Soni
1833,Bharat Jadhav
1834,Chinmay Jadhavrao
1835,Deepak Shirke
1836,Mushtaq Khan
1837,Aanand Kale
1838,Vedish
1839,Yash Acharya
1840,Navina Bole
1841,Hetvi Charla
1842,Pankaj Kalra
1843,Pratham Kalra
1844,Jenna Khan
1845,Ayyan Mallik
1846,Sara Khan
1847,Paras Chhabra
1848,Mohit Baghel
1849,Sheena Bajaj
1850,Lavin Gothi
1851,Vinti Idnani
1852,Jyoti Kalash
1853,Yukti Kapoor
1854,Hussain Khan
1855,Rishi Verma
1856,Priyanka Mehta
1857,Manjul Azad
1858,Abid Yunus Khan
1859,Mimoh Chakraborty
1860,Kavin Dave
1861,Mohit Dutta
1862,Shaurya Chauhan
1863,Jhanvi Desai
1864,Nisha Lalwani
1865,Alekh Sangal
1866,Aman Uppal
1867,Bhupesh Singh
1868,Satya Kam Anand
1869,Saurabh Chadhary
1870,Dibyendu Bhattacharya
1871,Rajiv Gupta
1872,Sneha Ullal
1873,Nishant
1874,Farida Jalal
1875,Muni Jha
1876,Smita Jaykar
1877,Alex Ashman
1878,Jitu Pandya
1879,Palash Sen
1880,Geeta Basra
1881,Maya Alagh
1882,Navin Chowdhry
1883,Jiten Mukhi
1884,Virag Mishra
1885,Smitha Gondkar
1886,Sameer Khan
1887,Reema Lagoo
1888,Adithya Menon
1889,Mohnish Nawani
1890,Sunil Pal
1891,Kavita Radheshyam
1892,Kumar Siddharth
1893,Sodi Sultan
1894,Mrunal Jadhav
1895,Prasanna Ketkar
1896,Yogesh Sonam
1897,Prathamesh Parab
1898,Rishab Chadha
1899,Michalina Olszanska
1900,Asin
1901,Meghan Jadhav
1902,Deepak Saksule
1903,Bhavita Anand
1904,Rakesh Bedi
1905,Neha Pawar
1906,Tigmanshu Dhulia
1907,Shamim Khan
1908,Suhaas Ahuja
1909,Imran Khan
1910,Suparna Marwah
1911,Gavin N. Methalaka
1912,Jimesh Patel
1913,Chandan Raina
1914,Abhishek Saha
1915,Aakash Dahiya
1916,Shadab Kamal
1917,Mukul Dev
1918,RooheMeet Insan
1919,Sahil Insan
1920,Shan e Meet Insan
1921,Sukhwinder Singh Insan
1922,Rohit Khurana
1923,Arpit Ranka
1924,Akanksha Puri
1925,Avani Modi
1926,Kyra Dutt
1927,Satarupa Pyne
1928,Zoa Morani
1929,Manasi Scott
1930,Sara Arjun
1931,Narendra Bedi
1932,Reena Charnya
1933,Bomie E. Dotiwala
1934,Subrat Dutta
1935,Zakir Husain
1936,Meera
1937,Parveen Kaur
1938,Faisal Khan
1939,Inayat Sharma
1940,Simran Kaur Mundi
1941,Sai Lokur
1942,Elli Avrram
1943,Diganth
1944,Anushka Ranjan
1945,Karan V. Grover
1946,Pankaj Kapur
1947,Sushma Seth
1948,Niki Walia
1949,Sanah Kapoor
1950,Vikas Verman
1951,Niharika Singh
1952,Zeena Bhatia
1953,Menka Lalwani
1954,Ragesh Asthana
1955,Premnath Gulati
1956,Kuldeep Rajput
1957,Payel Sarkar
1958,Aparna Sharma
1959,Mann Bagga
1960,Gurfareen Bano
1961,Maanuv Bharadwaj
1962,Tarun Bhargawa
1963,Aashish Chauhan
1964,Khwaish Gupta
1965,Priyanka Panchal
1966,Nirmal Pant
1967,Manish Paul
1968,Pooja Thakur
1969,Rudra Kaushik
1970,Avya Agarwal
1971,Avinash Dwivedi
1972,Sanjeev Kumar
1973,Amjad Khan
1974,A.K. Hangal
1975,Satyendra Kapoor
1976,Iftekhar
1977,Leela Mishra
1978,Salman Shahid
1979,Hasleen Kaur
1980,Aham Sharma
1981,Tanya Malik
1982,Ankit Raaj
1983,Gopi Desai
1984,Manish Gupta
1985,Anita Kanwar
1986,Aditya Lakhia
1987,Lakshminarayan Shastri
1988,Yuvraj Haral
1989,Anuj Saxena
1990,Prabhakar Srinet
1991,Indrani Haldar
1992,Avalok Nagpal
1993,Shubh
1994,Sangita Sonali
1995,Mohnish Bahl
1996,Sharad S. Kapoor
1997,Aariyan Gupta
1998,Amita Udgata
1999,Anshikaa Shrivastava
2000,Ariana Ayam
2001,Indrapal Ahuja
2002,Neha Baam
2003,Vikram Dahiya
2004,Rakesh Deewana
2005,Rajesh Gupta
2006,Abizer Hyderabadwala
2007,Jassi
2008,Javed
2009,Juli
2010,Vikram Raj Bhardwaj
2011,Geet Sharma
